hearing_congress,hearing_chamber,hearing_committee_id,hearing_date,hearing_description
117.0,senate,SSFR,2022-04-06,"Hearings to examine amendments to the Treaty on Fisheries between the Governments of Certain Pacific Island States and the Government of the United States of America (Treaty Doc.115-03), agreement between the Government of the United States of America and the Government of the Republic of Croatia comprising the instrument as contemplated by Article 3(2) of the Agreement on Extradition between the United States of America and the European Union, signed June 25, 2003, as to the Application of the Treaty on Extradition signed on October 25, 1901 (the &quot;U.S.-Croatia Extradition Agreement&quot;), and the Agreement between the Government of the United States and the Government of the Republic of Croatia comprising the Instrument as contemplated by Article 3(3) of the Agreement on Mutual Legal Assistance between the United States of America and the European Union signed at Washington on June 25, 2003 (the &quot;U.S.-Croatia Mutual Legal Assistance Agreement&quot;), both signed at Washington on December 10, 2019 (Treaty Doc.116-02), and amendment to the Montreal Protocol on Substances that Deplete the Ozone Layer (the &quot;Montreal Protocol&quot;), adopted at Kigali on October 15, 2016, by the Twenty-Eighth Meeting of the Parties to the Montreal Protocol (the &quot;Kigali Amendment&quot;) (Treaty Doc.117-01)."
117.0,senate,SSFR,2022-03-31,Hearings to examine China&#39;s role in Latin America and the Caribbean.
117.0,senate,SSFR,2022-03-30,Hearings to examine the assault on freedom of expression in Asia.
117.0,senate,SSFR,2022-03-29,"Business meeting to consider S.J.Res.17, requiring the advice and consent of the Senate or an Act of Congress to suspend, terminate, or withdraw the United States from the North Atlantic Treaty and authorizing related litigation, S.3199, to promote peace and democracy in Ethiopia, the Convention between the Government of the United States of America and the Government of the Republic of Chile for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with Respect to Taxes on Income and Capital, signed in Washington on February 4, 2010, with a Protocol signed the same day, as corrected by exchanges of notes effected February 25, 2011, and February 10 and 21, 2012, and a related agreement effected by exchange of notes (the &quot;related Agreement&quot;) on February 4, 2010 (Treaty Doc.112-08), and the nominations of Maria Fabiana Jorge, of the District of Columbia, to be United States Alternate Executive Director, and Leopoldo Martinez Nucete, of Virginia, to be United States Executive Director, both of the Inter-American Development Bank, and Deborah E. Lipstadt, of Georgia, to be Special Envoy to Monitor and Combat Anti-Semitism, with the rank of Ambassador, and Barbara A. Leaf, of Virginia, to be an Assistant Secretary (Near Eastern Affairs), both of the Department of State."
117.0,senate,SSFR,2022-03-29,"Business meeting to consider S.J.Res.17, requiring the advice and consent of the Senate or an Act of Congress to suspend, terminate, or withdraw the United States from the North Atlantic Treaty and authorizing related litigation, S.3199, to promote peace and democracy in Ethiopia, the Convention between the Government of the United States of America and the Government of the Republic of Chile for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with Respect to Taxes on Income and Capital, signed in Washington on February 4, 2010, with a Protocol signed the same day, as corrected by exchanges of notes effected February 25, 2011, and February 10 and 21, 2012, and a related agreement effected by exchange of notes (the &quot;related Agreement&quot;) on February 4, 2010 (Treaty Doc.112-08), and the nominations of Maria Fabiana Jorge, of the District of Columbia, to be United States Alternate Executive Director, and Leopoldo Martinez Nucete, of Virginia, to be United States Executive Director, both of the Inter-American Development Bank."
117.0,senate,SSFR,2022-03-24,To receive a briefing on U.S.-Taiwan policy.
117.0,senate,SSGA,2022-09-21,"Hearings to examine the nominations of Colleen Joy Shogan, of Pennsylvania, to be Archivist of the United States, Vijay Shanker, to be an Associate Judge of the District of Columbia Court of Appeals, and Laura E. Crane, Leslie A. Meek, and Veronica M. Sanchez, each to be an Associate Judge of the Superior Court of the District of Columbia."
117.0,senate,SSGA,2022-09-20,"Hearings to examine uncounted deaths in America&#39;s prisons and jails, focusing on how the Department of Justice failed to implement the Death in Custody Reporting Act."
117.0,senate,SSGA,2022-09-14,Hearings to examine social media&#39;s impact on homeland security.
117.0,senate,SSGA,2022-08-03,"Hearings to examine gain of function research, focusing on what the pandemic taught us and where to go from here."
117.0,senate,SSGA,2022-08-03,"Business meeting to consider S.4488, to establish an interagency committee on global catastrophic risk, S.4337, to amend title 5, United States Code, to authorize the appointment of spouses of members of the Armed Forces who are on active duty, disabled, or deceased to positions in which the spouses will work remotely, S.4516, to require the Office of Federal Procurement Policy to develop governmentwide procurement policy and guidance to mitigate organizational conflict of interests relating to national security and foreign policy, S.4465, to establish a Countering Weapons of Mass Destruction Office and an Office of Health Security in the Department of Homeland Security, S.4572, to require U.S. Customs and Border Protection to expand the use of non-intrusive inspection systems at land ports of entry, S.4611, to improve services for trafficking victims by establishing, in Homeland Security Investigations, the Investigators Maintain Purposeful Awareness to Combat Trafficking Trauma Program and the Victim Assistance Program, S.4623, to advance Government innovation through leading-edge procurement capability, S.4552, to extend the program for authority to acquire innovative commercial items using general solicitation procedures, S.4553, to extend other transaction authority for the Department of Homeland Security, S.4477, to amend title 31, United States Code, to require agencies to include a list of outdated or duplicative reporting requirements in annual budget justifications, S.1877, to modify eligibility requirements for certain hazard mitigation assistance programs, S.4592, to encourage the migration of Federal Government information technology systems to quantum-resistant cryptography, S.4599, to streamline the sharing of information among Federal disaster assistance agencies, to expedite the delivery of life-saving assistance to disaster survivors, to speed the recovery of communities from disasters, to protect the security and privacy of information provided by disaster survivors, S.4326, to authorize the Director of U.S. Immigration and Customs Enforcement to pay stipends to members of Transnational Criminal Investigative Units who have been properly vetted, S.4460, to require the Commissioner of U.S. Customs and Border Protection to regularly review and update policies and manuals related to inspections at ports of entry, S.4577, to improve plain writing and public experience, H.R.3544, to require the Administrator of General Services to transfer certain surplus computers and technology equipment to nonprofit computer refurbishers for repair, distribution, and return, H.R.5641, to amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to increase the threshold for eligibility for assistance under sections 403, 406, 407, and 502 of such Act, H.R.3709, to direct the Administrator of the Federal Emergency Management Agency to submit to Congress a report on preliminary damage assessments and make necessary improvements to processes in the Federal Emergency Management Agency, H.R.6825, to amend the Homeland Security Act of 2002 to enhance the funding and administration of the Nonprofit Security Grant Program of the Department of Homeland Security, H.R.5615, to direct the Secretary of Homeland Security to submit a plan to make Federal assistance available to certain urban areas that previously received Urban Area Security Initiative funding to preserve homeland security capabilities, H.R.7077, to require the United States Fire Administration to conduct on-site investigations of major fires, H.R.370, to amend the Homeland Security Act of 2002 to make technical corrections to the requirement that the Secretary of Homeland Security submit quadrennial homeland security reviews, H.R.521, to permit disabled law enforcement officers, customs and border protection officers, firefighters, air traffic controllers, nuclear materials couriers, members of the Capitol Police, members of the Supreme Court Police, employees of the Central Intelligence Agency performing intelligence activities abroad or having specialized security requirements, and diplomatic security special agents of the Department of State to receive retirement benefits in the same manner as if they had not been disabled, H.R.91, to designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the &quot;Private First Class Barrett Lyle Austin Post Office Building&quot;, H.R.92, to designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the &quot;Specialist Four Charles Johnson Post Office&quot;, H.R.700, to designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the &quot;Lawrence M. &#39;Larry&#39; Walsh Sr. Post Office&quot;, H.R.3508, to designate the facility of the United States Postal Service located at 39 West Main Street, in Honeoye Falls, New York, as the &quot;CW4 Christian J"
